"","scopusID","doi","pmid","authors","affiliations","countries","year","articletitle","journal","volume","issue","pages","keywords","abstract","ptype","timescited"
"71","2-s2.0-85059871270","10.1002/ad.2400",NA,"Young L.","NA","NA","2019","Not For Us: Squatting the Ruins of Our Robot Utopia: An Interview with Paul Inglis, Supervising Art Director of Blade Runner 2049","Architectural Design","89","1","126-135","2049|Andreas Gursky|Bangladesh|Blade Runner|China|Chittagong|Denis Villeneuve|e-waste fields|Edward Burtynsky|Ghana|Harrison Ford|India|Lieutenant Joshi|Officer K|protein-farm|Ridley Scott|Sapper Morton|Shinjuku|Tokyo|Victor Martinez|Wallace Corporatino|‘spinner’","Copyright © 2019 John Wiley  &  Sons, Ltd. A lonely world where everyone who can has fled, and those who remain dwell amid the remnants of environments designed for machines rather than people: this is the vision of Earth in three decades’ time that is the backdrop to the 2017 film Blade Runner 2049. Guest-Editor Liam Young talks to supervising art director Paul Inglis and presents the work of concept artist Victor Martinez to explore how the team conceived this dystopian landscape.","Article","0"
"72","2-s2.0-85059879494",NA,NA,"Guntakandla N.|Nielsen R.","University of North Texas","United States","2019","Annotating reflections for health behavior change therapy","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"4002-4007","Behavioral codes|Companion robot conversations|Motivational Interview|Reflections|Social-therapeutic agents|Virtual health agents","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. We present our work on annotating reflections, an essential counselor behavioral code in motivational interviewing for psychotherapy on conversations that are a combination of casual and therapeutic dialogue. We annotated all the therapists' utterances from ten transcripts spanning more than five hours of conversation with Complex Reflection, Simple Reflection, or No Reflection. We also provide insights into corpus quality and code distributions. The corpus that we constructed and annotated in this effort is a vital resource for automated health behavior change therapy via a dialogue system. As the on-going work, additional conversations are being annotated at least by one annotator.","Conference Paper","0"
"73","2-s2.0-85059884916","10.1007/978-3-030-01370-7_47",NA,"Kawasaki Y.|Yorozu A.|Takahashi M.","Keio University","Japan","2019","Multimodal path planning using potential field for human–robot interaction","Advances in Intelligent Systems and Computing","867",NA,"597-609","Human–robot interaction|Multimodal path planning|Potential field","© 2019, Springer Nature Switzerland AG. In a human–robot interaction, a robot must move to a position where the robot can obtain precise information of people, such as positions, postures, and voice. This is because the accuracy of human recognition depends on the positional relation between the person and robot. In addition, the robot should choose what sensor data needs to be focused on during the task that involves the interaction. Therefore, we should change a path approaching the people to improve human recognition accuracy for ease of performing the task. Accordingly, we need to design a path-planning method considering sensor characteristics, human recognition accuracy, and the task contents simultaneously. Although some previous studies proposed path-planning methods considering sensor characteristics, they did not consider the task and the human recognition accuracy, which was important for practical application. Consequently, we present a path-planning method considering the multimodal information which fusion the task contents and the human recognition accuracy simultaneously.","Conference Paper","0"
"74","2-s2.0-85059901348",NA,NA,"Tufi<U+0219> D.|Cristea D.","Academia Româna|Universitatea Alexandru Ioan Cuza","|Romania","2019","A bird's-eye view of language processing projects at the Romanian academy","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"2445-2451","Contemporary language reference corpus|Intelligent character recognition|Medical records archive|Natural language dialogue systems|Speech corpus","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. This article gives a general overview of five AI language-related projects that address contemporary Romanian language, in both textual and speech form, language related applications, as well as collections of old historic documents and medical archives. Namely, these projects deal with: the creation of a contemporary Romanian language text and speech corpus, resources and technologies for developing human-machine interfaces in spoken Romanian, digitization and transcription of old Romanian language documents drafted in Cyrillic into the modern Latin alphabet, digitization of the oldest archive of diabetes medical records and dialogue systems with personal robots and autonomous vehicles. The technologies involved for attaining the objectives range from image processing (intelligent character recognition for hand-writing and old Romanian documents) to natural language and speech processing techniques (corpus compiling and documentation, multi-level processing, transliteration of different old scripts into modern Romanian, command language processing, various levels of speech-text alignments, ASR, TTS, keyword spotting, etc.). Some of these projects are approaching the end, others have just started and others are about to start. All the reported projects are national ones, less documented than the international projects we are/were engaged in, and involve large teams of experts and master/PhD students from computer science, mathematics, linguistics, philology and library sciences.","Conference Paper","0"
"75","2-s2.0-85059903923",NA,NA,"Gross S.|Hirschmanner M.|Krenn B.|Neubarth F.|Zillich M.","Austrian Research Institute for Artificial Intelligence|Technische Universitat Wien","Austria","2019","Action verb corpus","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"2147-2151","Corpus|Language modelling|Multimodality","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. The Action Verb Corpus comprises multimodal data of 12 humans conducting in total 390 simple actions (TAKE, PUT, and PUSH). Recorded are audio, video and motion data while participants perform an action and describe what they do. The dataset is annotated with the following information: orthographic transcriptions of utterances, part-of-speech tags, lemmata, information which object is currently moved, information whether a hand touches an object, information whether an object touches the ground/table. Transcription, and information whether an object is in contact with a hand and which object moves where to were manually annotated, the rest was automatically annotated and manually corrected. In addition to the dataset, we present an algorithm for the challenging task of segmenting the stream of words into utterances, segmenting the visual input into a series of actions, and then aligning visual action information and speech. This kind of modality rich data is particularly important for crossmodal and cross-situational word-object and word-action learning in human-robot interactions, and is comparable to parent-toddler communication in early stages of child language acquisition.","Conference Paper","0"
"76","2-s2.0-85059906682",NA,NA,"Traum D.|Henry C.|Lukin S.|Artstein R.|Gervitz F.|Pollard K.A.|Bonial C.|Lei S.|Voss C.R.|Marge M.|Hayes C.J.|Hill S.G.","University of Southern California|U.S. Army Research Laboratory|Tufts University","United States","2019","Dialogue structure annotation for multi-floor interaction","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"104-111","Dialogue structure annotation|Human-robot interaction|Multiparty dialogue","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. We present an annotation scheme for meso-level dialogue structure, specifically designed for multi-floor dialogue. The scheme includes a transaction unit that clusters utterances from multiple participants and floors into units according to realization of an initiator's intent, and relations between individual utterances within the unit. We apply this scheme to annotate a corpus of multi-floor human-robot interaction dialogues. We examine the patterns of structure observed in these dialogues and present inter-annotator statistics and relative frequencies of types of relations and transaction units. Finally, some example applications of these annotations are introduced.","Conference Paper","0"
"77","2-s2.0-85059907580","10.1007/978-3-030-01370-7_45",NA,"Takahashi S.|Mizuuchi I.","Tokyo University of Agriculture and Technology","Japan","2019","Operating a robot by nonverbal voice expressed with acoustic features","Advances in Intelligent Systems and Computing","867",NA,"573-584",NA,"© 2019, Springer Nature Switzerland AG. This paper proposes methods for operating a robot by nonverbal voice. These methods enable operators to operate multi-degrees of freedom simultaneously and operate a robot intuitively by nonverbal voice by associating the nonverbal voice, tongue position and the coordinate of the robot’s hand. The voice is defined by formants or Mel Frequency Cepstral Coefficients (MFCC). Formants and MFCC are acoustic features and they show the characteristics of the vocal tract such as the mouth and the tongue. We propose two methods. One is the method in which voice expressed with overlapped formants ranges are used to change variable about robots’ operation. This method enables operators to operate multi-degrees of freedom simultaneously by nonverbal voice. The other is the method that operators tongue positions are distinguished by nonverbal voice. These tongue positions correspond to the coordinate of the robot’s hand and it enables the operators to operate a robot intuitively. We found the feasibility of the methods through experiments of simple tasks. These methods can realize operating a robot intuitively in continuous values by voice and can be utilized for user-friendly system.","Conference Paper","0"
"78","2-s2.0-85059910694",NA,NA,"Artstein R.|Boberg J.|Gainer A.|Gratch J.|Johnson E.|Leuski A.|Lucas G.M.|Traum D.","Institute for Creative Technologies","United States","2019","The Niki and Julie corpus: Collaborative multimodal dialogues between humans, robots, and virtual agents","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"2928-2932","Collaborative problem-solving|Dialogue|Human-robot interaction|Social influence","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. The Niki and Julie corpus contains more than 600 dialogues between human participants and a human-controlled robot or virtual agent, engaged in a series of collaborative item-ranking tasks designed to measure influence. Some of the dialogues contain deliberate conversational errors by the robot, designed to simulate the kinds of conversational breakdown that are typical of present-day automated agents. Data collected include audio and video recordings, the results of the ranking tasks, and questionnaire responses; some of the recordings have been transcribed and annotated for verbal and nonverbal feedback. The corpus has been used to study influence and grounding in dialogue. All the dialogues are in American English.","Conference Paper","0"
"79","2-s2.0-85059913495",NA,NA,"Kraus M.|Kraus J.|Baumann M.|Minker W.","Universität Ulm","Germany","2019","Effects of gender stereotypes on trust and likability in spoken human-robot interaction","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"112-118","Gender Stereotypes|Human-Robot Interaction|Trust","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. As robots enter more and more areas of everyday life, it becomes necessary for them to interact in an understandable and trustworthy way. In many regards this requires a human-like interaction pattern. This research investigates the influence of gender stereotypes on trust and likability of humanoid robots. In this endeavor, explicit (name and voice) and implicit gender (personality) of robots have been manipulated along with the stereotypicality of a task. 40 participants interacted with a NAO robot to gain feedback on a task they were working on and rated the perception of the robot cooperation partner. While no gender stereotypes were found for the explicit gender, implicit gender showed a strong effect on trust and likability in the stereotypical male task. Participants trusted the male robot more and rated it as more reliable and competent than the female personality robot, while the female robot was perceived as more likable. These findings indicate that for gender stereotypes in robot interaction a differentiation between explicit and implicit stereotypical features have to be drawn and that the task context needs consideration. Future research may look into situational variables that drive stereotypification in human-robot interaction.","Conference Paper","0"
"80","2-s2.0-85059933304","10.1007/978-3-030-11051-2_121",NA,"Fank J.|Lienkamp M.","Technical University of Munich","Germany","2019","“i’m your personal co-driver—how can i assist you?” assessing the potential of personal assistants for truck drivers","Advances in Intelligent Systems and Computing","903",NA,"795-800","Hedonic attributes|Online survey|Personal assistant|Pragmatic attributes|Social robots|Truck drivers|Virtual agents","© 2019, Springer Nature Switzerland AG. User acceptance is widely recognized as a major factor for predicting the intention to use a technical device. As such, personal assistants for truck drivers pose significant design and function challenges. Long, solitary hours and comprehensive interaction with the vehicle open various possibilities for an assistant’s service. Including drivers’ requirements early in development is hence beneficial. This paper describes the result of an online survey intended to assess truck drivers’ attitudes toward personal assistants in the truck cabin. Its authors investigate the potential and the predicted acceptance of personal conversation, virtual, or robotic agents as interaction partners. They furthermore analyze how hedonic and pragmatic attributes affect the intention to use these personal assistants.","Conference Paper","0"
"81","2-s2.0-85060258622","10.1007/978-3-030-00665-5_170",NA,"Shelke R.|Nemade M.","Pacific Academy of Higher Education and Research University|K. J. Somaiya Institute of Engineering &amp; Information Technology","India","2019","Performance evaluation of audio watermarking algorithms using DWT and LFSR","Lecture Notes in Computational Vision and Biomechanics","30",NA,"1857-1864","Audio watermarking algorithm|LFSR|Signal processing attacks","© Springer Nature Switzerland AG 2019. Advancement in Internet technology has compelled encryption, copyright protection and authentication of audios, videos, images, and documents. Watermarking techniques have been widely employed in copyright protection and authentications of digital media. Digital image watermarking techniques are extensively explored and found suitable for copyright protection of images, whereas audio watermarking techniques are less studied and need extensive research due to superior hearing ability of the human beings. In this paper, we present audio watermarking technique using discrete wavelet transform (DWT) and linear feedback shift registers (LFSR). Watermark signal is obtained using LFSR technique before embedding into audio signal. Dispersion of maximum power spectral density property of LFSR is explored that makes it suitable as scramblers. LFSR does not require secret key for scrambling and descrambling of watermark signal. Sequences were embedded into the DWT coefficients of the audio signal. Experimental simulations were performed to evaluate the performance of the audio watermarking technique. Audio watermarking finds applications in the area of ownership protection, tamper detection and authentication of music, military communication, voice-activated machines, and robots.","Chapter","0"
"82","2-s2.0-85060597901","10.1017/ATSIP.2018.32",NA,"Ishi C.T.|Minato T.|Ishiguro H.","Advanced Telecommunications Research Institute International (ATR)","Japan","2019","Analysis and generation of laughter motions, and evaluation in an android robot","APSIPA Transactions on Signal and Information Processing",NA,NA,"","Emotion expression|Human-robot interaction|Laughter|Motion generation|Non-verbal information","Copyright © The Authors, 2019 This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited. Laughter commonly occurs in daily interactions, and is not only simply related to funny situations, but also to expressing some type of attitudes, having important social functions in communication. The background of the present work is to generate natural motions in a humanoid robot, so that miscommunication might be caused if there is mismatching between audio and visual modalities, especially in laughter events. In the present work, we used a multimodal dialogue database, and analyzed facial, head, and body motion during laughing speech. Based on the analysis results of human behaviors during laughing speech, we proposed a motion generation method given the speech signal and the laughing speech intervals. Subjective experiments were conducted using our android robot by generating five different motion types, considering several modalities. Evaluation results showed the effectiveness of controlling different parts of the face, head, and upper body (eyelid narrowing, lip corner/cheek raising, eye blinking, head motion, and upper body motion control).","Article in Press","0"
"83","2-s2.0-85060642987","10.1177/0020294018819552",NA,"Lin Y.|Zhou H.|Chen M.|Min H.","Wuhan University of Science and Technology|Hubei Province Key Laboratory of Intelligent Information Processing and Real-time Industrial System","China","2019","Automatic sorting system for industrial robot with 3D visual perception and natural language interaction","Measurement and Control (United Kingdom)","52","1-2","100-115","automatic programming|Automatic sorting system|human–robot interaction|human–robot–environment interaction|rule-scene matching algorithm","© The Author(s) 2019. With the development of the technologies such as computer vision, natural language interaction, process control technology, and sensor technology, the discussion of automatic sorting system of robot hits a hotspot in the robot community. This paper presents an automatic sorting system for industrial robot with the technologies of 3D visual perception, natural language interaction and automatic programming. Therein, a ‘rule-scene’ matching and interaction algorithm is proposed to combine all these modules together. By utilising our algorithm, robot can interact with human beings according to the real-time actual three-dimensional scene information and can guide users to give correct rules through speech when the rule is invalid. After getting the correct rules, robot can sort the object automatically using the automatic programming and execution algorithm designed in this study. In the experimental section, the designed system is applied to a fruit-sorting scene, which proves the effectiveness and practicability of the system.","Article","0"
"84","2-s2.0-85060685656","10.1017/ATSIP.2018.32",NA,"Ishi C.T.|Minato T.|Ishiguro H.","Advanced Telecommunications Research Institute International (ATR)","Japan","2019","Analysis and generation of laughter motions, and evaluation in an android robot","APSIPA Transactions on Signal and Information Processing","8",NA,"","Emotion expression|Human-robot interaction|Laughter|Motion generation|Non-verbal information","Copyright © The Authors, 2019a This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited. Laughter commonly occurs in daily interactions, and is not only simply related to funny situations, but also to expressing some type of attitudes, having important social functions in communication. The background of the present work is to generate natural motions in a humanoid robot, so that miscommunication might be caused if there is mismatching between audio and visual modalities, especially in laughter events. In the present work, we used a multimodal dialogue database, and analyzed facial, head, and body motion during laughing speech. Based on the analysis results of human behaviors during laughing speech, we proposed a motion generation method given the speech signal and the laughing speech intervals. Subjective experiments were conducted using our android robot by generating five different motion types, considering several modalities. Evaluation results showed the effectiveness of controlling different parts of the face, head, and upper body (eyelid narrowing, lip corner/cheek raising, eye blinking, head motion, and upper body motion control).","Article","0"
"85","2-s2.0-85061032936","10.1007/s10015-019-00529-x",NA,"Mohd Anuardi M.N.A.|Yamazaki A.K.","Shibaura Institute of Technology","Japan","2019","Effects of emotionally induced language sounds on brain activations for communication","Artificial Life and Robotics",NA,NA,"","Brain function|Communication|Emotion|Language area|Language sounds|Working memory","© 2019, International Society of Artificial Life and Robotics (ISAROB). Emotions play an important role in human communication. We conducted a study to identify the effect of emotions in language sounds in terms of brain functions. The sounds of Japanese sentences spoken with and without emotion were reversed to eliminate their semantic influence on the subjects’ emotional perception. Three sets of sentences with non-emotional and happy, sad, and angry emotional tones were recorded and reversed. The brain activities of 20 native Japanese speakers in their twenties were monitored by near-infrared spectroscopy (NIRS) while they listened to the reversed Japanese sounds with and without the emotions. Our analysis of the experimental results demonstrated that almost all the brain areas monitored by the NIRS probes were activated more when the subjects listened to emotional language sounds than to non-emotional sounds. In particular, the frontopolar cortex area, which is associated with short-term memory, was significantly activated. Since short-term memory is known to provide important information for communication, these results suggest that emotional aspects of language sounds are essential for successful communication and thus should be implemented in human–robot communication systems.","Article","0"
"86","2-s2.0-85061080042","10.1007/978-3-030-02804-6_5",NA,"Yu X.|Lv S.|Mao K.|Wang A.|Han L.|Gao C.|Yang G.","State Grid Shandong Electric Power Maintenance Company|Shandong Luneng Intelligence Technology Co., Ltd.","China","2019","Design and implement of speech interaction with indoor substation inspection robot","Advances in Intelligent Systems and Computing","885",NA,"40-46","Human–machine interaction|Speech application programming interface|Speech recognition|Substation inspection robot","© Springer Nature Switzerland AG 2019. Regular inspecting electrical equipments in substation is an important task, where substation inspection robots are developed and used. After analyzing the application requirement of speech interaction with substation inspection robot, a speech interaction system has been developed based on Microsoft’s speech application programming interface. Then the design ideas of the system and some key steps, including speech recognition, text-to-speech, grammar creation and maintenance, are thoroughly stated. How to further improve the recognition rate is discussed in the end.","Conference Paper","0"
"87","2-s2.0-85061087840","10.1007/978-3-030-02804-6_10",NA,"Fu C.|Sun Z.|Tian K.|Dong M.|Yang G.|Li J.|Zhang C.|Shao G.","Shandong Luneng Intelligence Technology Co., Ltd.","China","2019","Study of substation inspection robot voice recognition algorithm based on wavelet transform","Advances in Intelligent Systems and Computing","885",NA,"81-87","Inspection robot|LBG algorithm|Voice recognition|VQ algorithm|Wavelet decompositions","© Springer Nature Switzerland AG 2019. A kind of substation inspection robot device voice recognition algorithm is proposed based on wavelet decompositions, which can recognize the running state of substation device. Firstly, the sample library was collected by robot pickup. Secondly, the sub-band energy of samples was extracted by using wavelet decomposition; the sample code book was billed by using VQ algorithm and LBG algorithm. Finally, using the codebook to identify sound samples, which can judge the running state of the equipment. The experimental results show that, the algorithm can effectively identify the sound equipment and high accuracy. The requirement of the substation inspection robot for detecting device is satisfied.","Conference Paper","0"
"88","2-s2.0-85061096947","10.1109/ACCESS.2019.2891838",NA,"Zeng M.|Xiao N.","South China University of Technology","China","2019","Effective combination of DenseNet and BiLSTM for keyword spotting","IEEE Access","7",NA,"10767-10775","attention mechanism|DenseNet|long short-term memory|speech recognition|spotting","© 2013 IEEE. Keyword spotting (KWS) is a major component of human-computer interaction for smart on-device terminals and service robots, the purpose of which is to maximize the detection accuracy while keeping footprint size small. In this paper, based on the powerful ability of DenseNet on extracting local feature-maps, we propose a new network architecture (DenseNet-BiLSTM) for KWS. In our DenseNet-BiLSTM, the DenseNet is primarily applied to obtain local features, while the BiLSTM is used to grab time series features. In general, the DenseNet is used in computer vision tasks, and it may corrupt contextual information for speech audios. In order to make DenseNet suitable for KWS, we propose a variant DenseNet, called DenseNet-Speech, which removes the pool on the time dimension in transition layers to preserve speech time series information. In addition, our DenseNet-Speech uses less dense blocks and filters to keep the model small, thereby reducing time consumption for mobile devices. The experimental results show that feature-maps from DenseNet-Speech maintain time series information well. Our method outperforms the state-of-the-art methods in terms of accuracy on Google Speech Commands dataset. DenseNet-BiLSTM is able to achieve the accuracy of 96.6% for the 20-commands recognition task with 223K trainable parameters.","Article","0"
"89","2-s2.0-85061099315","10.1007/978-3-030-02804-6_6",NA,"Han L.|Gao C.|Zhang S.|Li D.|Sun Z.|Yang G.|Li J.|Zhang C.|Shao G.","Shandong Luneng Intelligence Technology Co., Ltd.","China","2019","Speech recognition algorithm of substation inspection robot based on improved DTW","Advances in Intelligent Systems and Computing","885",NA,"47-54","DTW|Endpoint detection|Inspection robot|MFCC|Speech recognition","© Springer Nature Switzerland AG 2019. The voice recognition algorithm is proposed in this paper which can control the substation inspection robot by voice, so the voice-controlled robot is realized. Combined the voice controlled command collected by robot’s pickup device and the basic principle of speech recognition, the intelligent mobile robot can make the corresponding action according to the instructions and complete automatic detection and information query. Firstly, the voice instruction was collected by using robot and transmitted system based to construct the sample database. Secondly, the sample database was analyzed and MFCC feature of speech sample was extracted. Finally, the template matching of voice parameters was achieved by using the improved DTW as the matching algorithm, and the recognition result was transmitted the robot system to control the robot’s action. The experimental results show that the algorithm can quickly recognize and extract the voice command, so it can improve the recognition accuracy and real-time control the inspection robot.","Conference Paper","0"
"90","2-s2.0-85061161372","10.1007/978-3-030-10997-4_43",NA,"Du J.|Blake D.|Wang L.|Conran C.|Mckibben D.|Way A.","Dublin City University","Ireland","2019","Idea: An interactive dialogue translation demo system using furhat robots","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11053 LNAI",NA,"645-648","Dialogue translation|Entity translation|Furhat robot","© 2019, Springer Nature Switzerland AG. We showcase IDEA, an Interactive DialoguE trAnslation system using Furhat robots, whose novel contributions are: (i) it is a web service-based application combining translation service, speech recognition service and speech synthesis service; (ii) it is a task-oriented hybrid machine translation system combining statistical and neural machine learning methods for domain-specific named entity (NE) recognition and translation; and (iii) it provides user-friendly interactive interface using Furhat robot with speech input, output, head movement and facial emotions. IDEA is a case-study demo which can efficiently and accurately assist customers and agents in different languages to reach an agreement in a dialogue for the hotel booking.","Conference Paper","0"
"91","2-s2.0-85061174316","10.1109/ACCESS.2019.2891668",NA,"Deng J.|Pang G.|Zhang Z.|Pang Z.|Yang H.|Yang G.","Zhejiang University|ABB Corporate Research, Vasteras","China|Sweden","2019","CGAN Based Facial Expression Recognition for Human-Robot Interaction","IEEE Access","7",NA,"9848-9859","conditional generative adversarial network|emotion recognition|Facial expression recognition|human-robot interaction","© 2013 IEEE. As an emerging research topic for proximity service (ProSe), automatic emotion recognition enables the machines to understand the emotional changes of human beings which can not only facilitate natural, effective, seamless, and advanced human-robot interaction or human-computer interface but also promote emotional health. Facial expression recognition (FER) is a vital task for emotion recognition. However, significant gap between human and machine exists in FER task. In this paper, we present a conditional generative adversarial network-based approach to alleviate the intra-class variations by individually controlling the facial expressions and learning the generative and discriminative representations simultaneously. The proposed framework consists of a generator G and three discriminators (Di, Da, and Dexp). The generator G transforms any query face image into another prototypic facial expression image with other factors preserved. Armed with action units condition, the generator G pays more attention to information relevant to facial expression. Three loss functions (LI, La, and Lexp) corresponding to the three discriminators (Di, Da, and Dexp) were designed to learn generative and discriminative representations. Moreover, after rendering the generated expression back to its original facial expression, cycle consistency loss is also applied to guarantee the identity and produce more constrained visual representations. Optimized by combining both synthesis and classification loss functions, the learnt representation is explicitly disentangled from other variations such as identity, head pose, and illumination. Qualitative and quantitative experimental results demonstrate the proposed FER system is effective for expression recognition.","Article","0"
"92","2-s2.0-85061213841","10.1021/acs.accounts.8b00516","30698006","Qiu Y.|Zhang E.|Plamthottam R.|Pei Q.","University of California, Los Angeles","United States","2019","Dielectric Elastomer Artificial Muscle: Materials Innovations and Device Explorations","Accounts of Chemical Research",NA,NA,"",NA,"Copyright © 2019 American Chemical Society. ConspectusCreating an artificial muscle has been one of the grand challenges of science and engineering. The invention of such a flexible, versatile, and power efficient actuator opens the gate for a new generation of lightweight, highly efficient, and multifunctional robotics. Many current artificial muscle technologies enable low-power mobile actuators, robots that mimic efficient and natural forms of motion, autonomous robots and sensors, and lightweight wearable technologies. They also have serious applications in biomedical devices, where biocompatibility, from a chemical, flexibility, and force perspective, is crucial. It remains unknown which material will ultimately form the ideal artificial muscle. Anything from shape memory alloys (SMAs) to pneumatics to electroactive polymers (EAPs) realize core aspects of the artificial muscle goal. Among them, EAPs most resemble their biological counterparts, and they encompass both ion-infusion and electric field based actuation mechanisms. Some of the most investigated EAPs are dielectric elastomers (DEs), whose large strains, fracture toughness, and power-to-weight ratios compare favorably with natural muscle.Although dielectric elastomer actuators (DEAs) only entered the artificial muscle conversation in the last 20 years, significant technological progress has reflected their high potential. Research has focused on solving the core issues surrounding DEAs, which includes improving their operational ranges with regard to temperature and voltage, adding new functionality to the materials, and improving the reliability of the components on which they depend. Mechanisms designed to utilize their large-strain actuation and low stiffness has also attracted attention. This Account covers important research by our group and others in various avenues such as decreasing viscoelastic losses in typical DE materials, increasing their dielectric constant, and countering electromechanical instability. We also discuss variable stiffness polymers, specifically bistable electroactive polymers, which, notably, open DEAs to structural applications typically unattainable for soft-actuator technologies. Furthermore, we explore advancements related to highly compliant and transparent electrodes, a crucial component of DEAs capable of achieving high actuation strain. We then cover noteworthy applications, including several novel devices for soft robotics and microfluidics, and how those applications fit within other major developments in the field. Finally, we conclude with a discussion of the remaining challenges facing current DEA technology and speculate on research directions that may further advance DE-based artificial muscles as a whole. This Account serves as a stepping stone into the field of EAPs, which, through the work of researchers worldwide, are positioned as a potential challenger to conventional actuator technologies.","Article","0"
"93","2-s2.0-85061379309","10.1007/978-3-030-11548-7_36",NA,"Augello A.|Infantino I.|Maniscalco U.|Pilato G.|Vella F.","Consiglio Nazionale delle Ricerche","Italy","2019","Introducing NarRob, a robotic storyteller","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11385 LNCS",NA,"387-396","Chatbots|Social practices|Social robots|Storytelling","© 2019, Springer Nature Switzerland AG. In this work we introduce NarRob, a robot able to engage in conversations and tell stories, by accompanying the speech with proper gestures. We discuss about the main components of the robot’s architecture, and some possible education experiments that we are planning to carry out in real scholastic contexts.","Conference Paper","0"
"94","2-s2.0-85061380506","10.1007/978-3-030-04672-9_11",NA,"Fortunati L.|Cavallo F.|Sarrica M.","Università degli Studi di Udine|Scuola Superiore Sant'Anna di Studi Universitari e di Perfezionamento|Università degli Studi di Roma La Sapienza","Italy","2019","The Role of Social Robots in Public Space","Lecture Notes in Electrical Engineering","540",NA,"171-186","Public events|Public space|Social robot|Social robot audiences|Social robot role in public space","© 2019, Springer Nature Switzerland AG. The purpose of this research is to understand what might be today—on the edge of the social robotics era—the role of robots in public spaces. In Europe, there was a strong tradition of automata exhibition in the ‘600 and 700’ with ostensive purpose. Exposing automata in various fairs was meant to inspire awe towards the advancement of technology and science in the public who attended numerous public events. This study aims to investigate whether in the modern world the robot may have the same or other functions in public space. The study has analyzed the public display of the robot DORO: a technological artifact created by the Sant’Anna School during the European project ROBOT-ERA. Two distinct public moments were examined. The first was the night of researchers in Pisa on 30 September 2016 in Martiri della Libertà’s square, where DORO was exhibited to the public. The second occasion was the inauguration of the 39th academic year of the University of Udine. On this occasion, DORO brought to the rector his inaugural lecture and exchanged—in front of a large auditorium—a brief dialogue with the rector of the University of Udine, prof. Alberto de Toni.","Conference Paper","0"
"95","2-s2.0-85061393279","10.1007/978-3-030-04672-9_9",NA,"Fiorini L.|D’Onofrio G.|Limosani R.|Sancarlo D.|Greco A.|Giuliani F.|Kung A.|Dario P.|Cavallo F.","Scuola Superiore Sant'Anna di Studi Universitari e di Perfezionamento|IRCCS Casa Sollievo della Sofferenza|Trialog","Italy|France","2019","ACCRA Project: Agile Co-Creation for Robots and Aging","Lecture Notes in Electrical Engineering","540",NA,"133-150","Active aging|Agile programming|Co-creation|Service robotics","© 2019, Springer Nature Switzerland AG. The mission of ACCRA (Agile Co-Creation for Robots and Aging) is to enable the development of advanced ICT Robotics based solutions for extending active and healthy aging in daily life by defining, developing and demonstrating an agile co-creation development process. ACCRA project consists of three robotic applications which aim to promote the independent living by means of personal mobility application, to support the daily life management thanks to housework application and to promote conversation rehabilitation tailored on personal attitude by means of dedicated software programme. Additionally, ACCRA project will be designed and developed on open source framework (i.e. ROS, FIWARE, universAAL and Rospex) to promote the interoperability among scientific community.","Conference Paper","0"
